q_val,accepted,attempts,rejected,insufficient,hit_count_mean,hit_count_std,rmse_mean,rmse_std,rmse_index_mean,rmse_index_std,rmse_nn_mean,rmse_nn_std,chamfer_mean,chamfer_std,chamfer_p2q_mean,chamfer_p2q_std,chamfer_q2p_mean,chamfer_q2p_std,chamfer_rms_m,pos_mae_mean,pos_mae_std,angle_unsigned_mean,angle_unsigned_std
-3.0,10.0,11.0,1.0,0.0,239.9,138.7691968701988,0.2351905435323715,0.07126925644788672,0.2351905435323715,0.07126925644788672,0.1293117880821228,0.05415091924343595,0.021272465342190117,0.015952571815234275,0.008353433036245406,0.008398796820615347,0.012919032305944711,0.010049855165027844,0.10313211270547626,0.10091147944331169,0.03165878042095426,43.95848407745361,12.066623909320931
-2.9387755393981934,10.0,12.0,2.0,0.0,321.4,165.55071730439587,0.2351310893893242,0.08186211837707992,0.2351310893893242,0.08186211837707992,0.1407097689807415,0.057103344595694806,0.025438374798977748,0.019340159053071123,0.009122465044492855,0.009763219695671588,0.01631590975448489,0.0118044874915983,0.11277937488516628,0.10383143313229085,0.036597813039876886,44.680922508239746,12.320069721568998
-2.8775510787963867,10.0,10.0,0.0,0.0,266.6,325.02529132361377,0.16644522547721863,0.028019033569612457,0.16644522547721863,0.028019033569612457,0.08852063417434693,0.030727870079032285,0.010114077373873442,0.005408327454982916,0.003082735661882907,0.0018651382244233338,0.007031341711990535,0.004533967311601349,0.07111285880160297,0.07236870862543583,0.013125305399281398,34.006062507629395,2.684989278502424
-2.81632661819458,10.0,16.0,6.0,0.0,408.6,341.11147737946317,0.20058695375919341,0.05565380114389839,0.20058695375919341,0.05565380114389839,0.11958898268640042,0.052446016971794865,0.02700982945971191,0.03721992699851256,0.017295349691994488,0.035315344212328105,0.00971447976771742,0.01017524254114036,0.11621064809154089,0.08527644872665405,0.02536590056054495,42.59037628173828,9.421538950414835
-2.7551021575927734,10.0,12.0,2.0,0.0,255.0,164.10728198346348,0.20614958927035332,0.06454072823080102,0.20614958927035332,0.06454072823080102,0.11069403067231179,0.04825838928809804,0.017095496458932758,0.010425475721216262,0.0038895488949492575,0.002541840787226463,0.0132059475639835,0.010253616583800881,0.09245403306220004,0.08804504051804543,0.028499561565611457,37.827738761901855,8.267138865479923
-2.6938774585723877,10.0,10.0,0.0,0.0,284.8,195.04860932598314,0.19211582839488983,0.04991852226038515,0.19211582839488983,0.04991852226038515,0.10419652462005616,0.037936389923742576,0.01574583910405636,0.00970357798158577,0.005556876491755247,0.006140543336630971,0.010188962612301112,0.008325422371616775,0.08872947397583386,0.08505041897296906,0.023537966928784848,41.343939781188965,8.613432247536355
-2.632652997970581,10.0,14.0,4.0,0.0,285.3,192.07292885776485,0.20152339935302735,0.04434195939645187,0.20152339935302735,0.04434195939645187,0.11958219185471534,0.03838879824958213,0.02037440933054313,0.014391966835672869,0.009109825070481747,0.011295650214960743,0.011264584260061383,0.0065151592458378245,0.10093168315881572,0.08810906633734703,0.021221418403301915,37.355736541748044,7.357403365412918
-2.5714285373687744,10.0,11.0,1.0,0.0,283.4,159.45858396461446,0.23104255944490432,0.04459139959416618,0.23104255944490432,0.04459139959416618,0.12888864129781724,0.032968497220349474,0.025058581191115082,0.012848627413501807,0.009126363624818622,0.009095339490942229,0.01593221756629646,0.00788888617357941,0.11193431375390453,0.09950002431869506,0.02155023923671682,42.125419998168944,7.791824195699307
-2.5102040767669678,10.0,11.0,1.0,0.0,321.2,230.3683137933687,0.17368953824043273,0.039734219222308326,0.17368953824043273,0.039734219222308326,0.10002870783209801,0.03289821558498961,0.011486015951959416,0.008803756073445846,0.004959690308896825,0.0072226792264377705,0.006526325643062591,0.00447657355957831,0.07578263637522588,0.07519086264073849,0.018107271699380374,36.690927505493164,5.109961846374911
-2.448979616165161,10.0,11.0,1.0,0.0,442.7,201.9980445449906,0.21832823604345322,0.057890259429446866,0.21832823604345322,0.057890259429446866,0.1287438228726387,0.030756929274243547,0.01947787884855643,0.011703464448192143,0.006832666194532067,0.007331633711924741,0.012645212654024362,0.007957691308037392,0.09868606499540963,0.09425779357552529,0.027087368870349536,43.627701950073245,9.850452038767727
