q_val,accepted,attempts,rejected,insufficient,hit_count_mean,hit_count_std,rmse_mean,rmse_std,rmse_index_mean,rmse_index_std,rmse_nn_mean,rmse_nn_std,chamfer_mean,chamfer_std,chamfer_p2q_mean,chamfer_p2q_std,chamfer_q2p_mean,chamfer_q2p_std,chamfer_rms_m,pos_mae_mean,pos_mae_std,angle_unsigned_mean,angle_unsigned_std
-3.0,10.0,11.0,1.0,0.0,239.9,138.7691968701988,0.2440674349665642,0.06575214428380537,0.2440674349665642,0.06575214428380537,0.13337661176919938,0.059071008967819756,0.025472271582111718,0.02291686526944944,0.012259789276868105,0.014590309901914128,0.013212482305243611,0.00910887020048374,0.11285448945901913,0.10816411674022675,0.03345455333125427,44.91760482788086,12.094386380897385
-2.9387755393981934,10.0,12.0,2.0,0.0,321.4,165.55071730439587,0.24298243075609208,0.0840509806137968,0.24298243075609208,0.0840509806137968,0.14712427668273448,0.06731315710720168,0.02688702821615152,0.020385867252436084,0.01120462222606875,0.012766851949863633,0.01568240599008277,0.010345198909198817,0.11594616900991495,0.11032076068222522,0.041921315948155784,45.92672615051269,11.654667516513506
-2.8775510787963867,10.0,10.0,0.0,0.0,266.6,325.02529132361377,0.162165966629982,0.02014956584221956,0.162165966629982,0.02014956584221956,0.08090640306472778,0.024042595400582355,0.008505241987586487,0.003744147862411465,0.002194329370104242,0.0012598493398326587,0.006310912617482245,0.0037444892077031396,0.0652121230584716,0.07006995491683483,0.009783044307600446,34.72838249206543,3.159323064240899
-2.81632661819458,10.0,16.0,6.0,0.0,408.6,341.11147737946317,0.20450378507375716,0.04886483029901982,0.20450378507375716,0.04886483029901982,0.11827616803348065,0.044435654987872664,0.016051084268838167,0.011372244078746074,0.004416797286830842,0.0038580685321783635,0.011634286982007325,0.007994173594941806,0.08958539018399754,0.0888141255825758,0.0255022346276553,38.548764610290526,12.978077348602342
-2.7551021575927734,10.0,12.0,2.0,0.0,255.0,164.10728198346348,0.20246059596538543,0.05744801646997226,0.20246059596538543,0.05744801646997226,0.10856201723217965,0.0474865612539584,0.017876628623344003,0.01674513061650167,0.007961096614599228,0.010099119393602566,0.009915532008744777,0.007092401562401692,0.09454265868734602,0.08872176744043828,0.029529537505120038,40.40397605895996,11.119966854912612
-2.6938774585723877,10.0,10.0,0.0,0.0,284.8,195.04860932598314,0.20181650221347808,0.06631481488701073,0.20181650221347808,0.06631481488701073,0.1102398008108139,0.057809786903685205,0.015356301190331578,0.012988444829774362,0.004768210474867374,0.0036069790669856403,0.010588090715464205,0.009567716439372652,0.08762505689108446,0.09067846648395061,0.03361926453885101,40.89715576171875,8.96808767578376
-2.632652997970581,10.0,14.0,4.0,0.0,285.3,192.07292885776485,0.19535475820302964,0.03866084132564378,0.19535475820302964,0.03866084132564378,0.10319709405303001,0.0327205439754364,0.013652716629439964,0.007000191173398975,0.004162343713687733,0.0035113247008707027,0.009490372915752231,0.004278868611366486,0.08262177869496627,0.08564405292272567,0.018029158802852444,36.73621768951416,6.508810810459393
-2.5714285373687744,10.0,11.0,1.0,0.0,283.4,159.45858396461446,0.2266131341457367,0.050688545265789295,0.2266131341457367,0.050688545265789295,0.11928634122014045,0.036585450107633886,0.022459826164413242,0.016557986518256098,0.010341893520671875,0.013478763595038858,0.012117932643741369,0.006750869158223983,0.10597128423401606,0.10124759301543236,0.025948439385794247,42.59532527923584,8.526017338249494
-2.5102040767669678,10.0,11.0,1.0,0.0,321.2,230.3683137933687,0.16561054810881615,0.03680214826880761,0.16561054810881615,0.03680214826880761,0.08763260543346404,0.018797751219315834,0.009673746759654022,0.0043288194374007435,0.0031544351630145686,0.0026924561999462134,0.006519311596639455,0.002725425324438469,0.06954763389093127,0.0716569483280182,0.01593175485260449,35.74454116821289,7.002794967051664
-2.448979616165161,10.0,11.0,1.0,0.0,442.7,201.9980445449906,0.2097184643149376,0.06056341380758966,0.2097184643149376,0.06056341380758966,0.11686528287827969,0.036353338800232754,0.0232835946691921,0.018082372804596507,0.012542867040610872,0.014588434440708255,0.010740727628581226,0.004790292666640505,0.10789716091999849,0.09346438124775887,0.029239626084206844,40.29005393981934,10.953351042460895
-2.3877551555633545,10.0,13.0,3.0,0.0,243.8,152.86386100056484,0.1868208333849907,0.035101524391046586,0.1868208333849907,0.035101524391046586,0.09655554927885532,0.02041468460197559,0.014015751273836941,0.005889046372128903,0.004681993124540896,0.0019102515208945612,0.009333758149296045,0.004476831987307863,0.08371305535529372,0.0823673091828823,0.017080424102535914,38.88572368621826,5.9539649974249675
-2.326530694961548,10.0,12.0,2.0,0.0,437.7,281.7921397058477,0.16678715050220488,0.03489147941544376,0.16678715050220488,0.03489147941544376,0.08601205572485923,0.021190547160827678,0.009127274436468723,0.004452237361205174,0.0024644696633913553,0.001762653116251232,0.006662804773077369,0.0033956051203495414,0.06755469797308224,0.07135250493884086,0.01572744380738737,32.45414524078369,8.886819376686026
-2.265305995941162,10.0,10.0,0.0,0.0,308.0,215.33369453014083,0.19825132936239243,0.057036430249693515,0.19825132936239243,0.057036430249693515,0.11602244973182678,0.038248371620797375,0.02172241082007531,0.01601338881306829,0.009896395439864137,0.012033632676082696,0.011826015380211174,0.008411470051253086,0.10421710708918021,0.08885138817131519,0.027274184047562162,39.4585054397583,9.363921967853855
-2.2040815353393555,10.0,12.0,2.0,0.0,309.2,154.35141722705367,0.19101619273424147,0.055944205048503434,0.19101619273424147,0.055944205048503434,0.08839202597737313,0.03325592843233454,0.012067701033083722,0.008874226129131671,0.004435781337087974,0.005346122785588126,0.007631919695995748,0.007479258677476487,0.07767786374857293,0.0822071809321642,0.027439837352342542,36.66289939880371,5.66830545646058
-2.142857074737549,10.0,13.0,3.0,0.0,335.6,366.2270334096051,0.17364493310451506,0.04288352823023257,0.17364493310451506,0.04288352823023257,0.09109691195189953,0.03109900922359101,0.014431304816389457,0.013659806476276768,0.005251555918948725,0.00707596035984183,0.00917974889744073,0.009122511970136152,0.08494499636938439,0.07395591102540493,0.019167403236267512,35.730516052246095,6.896145679979983
-2.081632614135742,10.0,13.0,3.0,0.0,362.4,208.600191754466,0.15249590650200845,0.04515204795863877,0.15249590650200845,0.04515204795863877,0.08060818389058114,0.026929458636045078,0.008602208888623864,0.0069050408816177895,0.0017429941566661001,0.0009884021243993701,0.006859214731957763,0.006793154563403073,0.06558280601127045,0.06548768058419227,0.020174333077626273,33.31640567779541,7.38969293803001
-2.0204081535339355,10.0,11.0,1.0,0.0,233.1,155.856632839286,0.1907811716198921,0.0512127508003621,0.1907811716198921,0.0512127508003621,0.09798097647726536,0.03437808621344664,0.017297427472658455,0.012597355929370568,0.007145137363113463,0.007321833119969524,0.010152290109544992,0.007448148435893028,0.09299846093527155,0.08380570150911808,0.025296889923140036,39.373882102966306,8.023480988688956
-1.959183692932129,10.0,12.0,2.0,0.0,327.8,226.06804285435834,0.163059863448143,0.04305814790570057,0.163059863448143,0.04305814790570057,0.08234468959271908,0.023825754329591966,0.010599354549776762,0.007798171569509053,0.004176394373644143,0.0047621270001598805,0.006422960176132619,0.003926708364683121,0.07279888237389624,0.07179261669516564,0.02137153711296937,35.197923851013186,7.542815183324683
-1.8979592323303223,10.0,13.0,3.0,0.0,357.8,210.4365937758925,0.18577456027269362,0.03573229262813208,0.18577456027269362,0.03573229262813208,0.08958708271384239,0.024907247466613394,0.012783711799420417,0.008442371168164221,0.004690965625923127,0.004918467596960017,0.008092746173497289,0.004486868633816624,0.07994908316991639,0.08103108890354634,0.019181002231541667,37.32069854736328,6.589246899936764
-1.836734652519226,10.0,10.0,0.0,0.0,418.1,308.07611072590487,0.1384013243019581,0.04617219397368876,0.1384013243019581,0.04617219397368876,0.06896765194833279,0.01962142572520474,0.006290580455970485,0.0034621120517784147,0.0019841270594042728,0.0015556355556461587,0.004306453396566212,0.002409814797698541,0.05608288712241233,0.05981099009513855,0.020150321969585275,30.77736940383911,10.371753700277575
-1.7755101919174194,10.0,14.0,4.0,0.0,276.0,153.05554547287727,0.1559607356786728,0.03122051819617383,0.1559607356786728,0.03122051819617383,0.0690119717270136,0.013281723086723388,0.006407498510088772,0.0021631538339947722,0.002064833138138056,0.0008464156417585404,0.004342665371950716,0.0018548339043003065,0.05660167183965846,0.06519791819155216,0.012998221123764567,34.34296188354492,3.926892770944659
-1.7142857313156128,10.0,10.0,0.0,0.0,342.4,240.0392467910196,0.16537682861089706,0.03500629891825268,0.16537682861089706,0.03500629891825268,0.0795743577182293,0.02454148993252756,0.009116366194211878,0.0056946467730570605,0.002769598612212576,0.0025549482833368935,0.006346767581999302,0.004348037383239075,0.06751431771932483,0.06992079727351666,0.017281632705283916,34.99001846313477,5.595065369497087
