q_val,accepted,attempts,rejected,insufficient,hit_count_mean,hit_count_std,rmse_mean,rmse_std,rmse_index_mean,rmse_index_std,rmse_nn_mean,rmse_nn_std,chamfer_mean,chamfer_std,chamfer_p2q_mean,chamfer_p2q_std,chamfer_q2p_mean,chamfer_q2p_std,chamfer_rms_m,pos_mae_mean,pos_mae_std,angle_unsigned_mean,angle_unsigned_std
-3.0,10.0,11.0,1.0,0.0,239.9,138.7691968701988,0.22343679666519164,0.04922412300961528,0.22343679666519164,0.04922412300961528,0.11787548065185546,0.045450899429071254,0.02141682754736394,0.013357656878743853,0.00676124133169651,0.005802859454390609,0.014655586215667427,0.009381044039009348,0.10348146584621794,0.0983501173555851,0.024277404317212845,42.06330261230469,8.499629539838095
-2.9387755393981934,10.0,12.0,2.0,0.0,321.4,165.55071730439587,0.22472183853387834,0.07131904815168003,0.22472183853387834,0.07131904815168003,0.13039407655596733,0.05889419807517033,0.022728317929431797,0.016763912098531494,0.006173988908994943,0.006165333720383604,0.016554329020436853,0.013169888362371384,0.10660280936596324,0.10133278667926789,0.03325995991146189,40.80407772064209,7.649628632493068
-2.8775510787963867,10.0,10.0,0.0,0.0,266.6,325.02529132361377,0.16329774260520935,0.02126794934738235,0.16329774260520935,0.02126794934738235,0.07814777828752995,0.0222217530381677,0.009018182565341704,0.004582265856469026,0.002515113746630959,0.0018642187377073,0.006503068818710744,0.004864795096410512,0.06714976755485347,0.0697431780397892,0.009408932345172845,35.153048515319824,2.357003433110493
-2.81632661819458,10.0,16.0,6.0,0.0,408.6,341.11147737946317,0.1978341281414032,0.05877188028073102,0.1978341281414032,0.05877188028073102,0.11964900381863117,0.054315469989444365,0.016970185603713616,0.012696314929908838,0.004435226757777855,0.004896142016326252,0.012534958845935761,0.009654132570592637,0.09211456346233644,0.08649815395474433,0.028590250599719355,37.42945938110351,3.784418620970979
-2.7551021575927734,10.0,12.0,2.0,0.0,255.0,164.10728198346348,0.20903841629624367,0.05528831895652817,0.20903841629624367,0.05528831895652817,0.10721509568393231,0.04559452191380442,0.015757343533914538,0.010844089657551155,0.005713553901296109,0.0062110396481333905,0.010043789632618427,0.007709490871135467,0.08876188239868096,0.09153594113886357,0.0268148197059475,39.150648498535155,8.99412547905081
-2.6938774585723877,10.0,10.0,0.0,0.0,284.8,195.04860932598314,0.18333919048309327,0.04599743044866827,0.18333919048309327,0.04599743044866827,0.09670136645436286,0.04013170070001297,0.01020572476554662,0.006129309368495052,0.0027053916361182927,0.001454385723118249,0.007500333129428327,0.005605353036712765,0.07143432216220233,0.08057351037859917,0.022784453172584387,42.08460540771485,8.642159862058737
-2.632652997970581,10.0,14.0,4.0,0.0,285.3,192.07292885776485,0.18361095637083052,0.03734496503516458,0.18361095637083052,0.03734496503516458,0.09022325053811073,0.024233645593034266,0.011949151131557301,0.008052864672568851,0.003949519112939015,0.0033650245587345975,0.007999632018618285,0.005742610317534386,0.07729537868319587,0.08009656220674514,0.016233049784568524,35.094338989257814,5.488779977784271
-2.5714285373687744,10.0,11.0,1.0,0.0,283.4,159.45858396461446,0.22645681202411652,0.06102367988993567,0.22645681202411652,0.06102367988993567,0.12631631791591644,0.05802365969644929,0.022165458905510603,0.015223768261032796,0.0057857510633766655,0.004770578713272758,0.01637970784213394,0.012131579535186798,0.10527454323223304,0.10100001208484173,0.030230061429228336,40.48751525878906,8.116636621934031
-2.5102040767669678,10.0,11.0,1.0,0.0,321.2,230.3683137933687,0.16275809034705163,0.04240063046456689,0.16275809034705163,0.04240063046456689,0.0817737452685833,0.020959652381337037,0.010000320101971738,0.0075566974630025706,0.003823517469572835,0.004350495520795569,0.0061768026323989035,0.00438559392786998,0.0707118098409726,0.0709169302135706,0.018182729737670912,36.396293830871585,4.896007762215309
-2.448979616165161,10.0,11.0,1.0,0.0,442.7,201.9980445449906,0.19627738893032073,0.05251672026269617,0.19627738893032073,0.05251672026269617,0.10746268145740032,0.03669962763761253,0.016648751072352752,0.010715837509589644,0.006066308048320934,0.008080478326153922,0.010582443024031819,0.0072787796951679145,0.09123801584962475,0.08738794811069965,0.0257821242015888,42.63090076446533,9.598117594558452
-2.3877551555633545,10.0,13.0,3.0,0.0,243.8,152.86386100056484,0.19387327805161475,0.04371024949798152,0.19387327805161475,0.04371024949798152,0.10195979103446007,0.025842246714001597,0.016825696011073886,0.007683399211644947,0.006834128708578646,0.006033403991536975,0.00999156730249524,0.004858943852019973,0.09172157873443382,0.08630275130271911,0.020495456333763856,38.50959415435791,5.794408088662725
-2.326530694961548,10.0,12.0,2.0,0.0,437.7,281.7921397058477,0.17456328868865967,0.03803693992029749,0.17456328868865967,0.03803693992029749,0.09035869799554348,0.0294505665909598,0.010615279473131522,0.0064517612813213936,0.002580675476929173,0.0019052068283768892,0.00803460399620235,0.0054016361359993294,0.07285354992425394,0.07507044598460197,0.01804492312400796,35.28213901519776,9.226463284103602
-2.265305995941162,10.0,10.0,0.0,0.0,308.0,215.33369453014083,0.18553465902805327,0.06933764603410227,0.18553465902805327,0.06933764603410227,0.1104049902409315,0.049953623482230945,0.0177719352330314,0.01292232033150739,0.005030333602917381,0.0038141953375996113,0.012741601630114018,0.01016504304060803,0.0942654104988447,0.08407688811421395,0.03269643038523146,38.53375396728516,7.267936645918177
-2.2040815353393555,10.0,12.0,2.0,0.0,309.2,154.35141722705367,0.18924809768795967,0.052287651089647225,0.18924809768795967,0.052287651089647225,0.09623058848083019,0.041457430135189786,0.01254607030423358,0.010409351214370824,0.003050313366111368,0.002309529655699555,0.009495756938122213,0.008643595529944866,0.07920249460791491,0.08119580782949924,0.0245864301407155,36.37617511749268,5.475694506222892
-2.142857074737549,10.0,13.0,3.0,0.0,335.6,366.2270334096051,0.16515677124261857,0.04880285017812847,0.16515677124261857,0.04880285017812847,0.08773521408438682,0.040184292191200045,0.012593271982041188,0.010771785828309751,0.004416514936019666,0.004344888786801241,0.008176757046021521,0.00951862355391459,0.07935134523762401,0.07021341621875762,0.021325088859588594,36.232841873168944,6.734312437748365
-2.081632614135742,10.0,13.0,3.0,0.0,362.4,208.600191754466,0.1528429850935936,0.05225757039767797,0.1528429850935936,0.05225757039767797,0.07932615056633949,0.03682891837981273,0.009192582219839096,0.010600567351863223,0.002096113981679082,0.001594204511806211,0.007096468238160014,0.009223879918893611,0.06779595201720784,0.06571284383535385,0.022380163585421563,32.79359245300293,6.384689088169406
-2.0204081535339355,10.0,11.0,1.0,0.0,233.1,155.856632839286,0.1902270197868347,0.05723426147592627,0.1902270197868347,0.05723426147592627,0.09887514151632786,0.04386235330199198,0.013249343779170886,0.01000534885151646,0.003835201816400513,0.001978053916477178,0.009414141962770373,0.008291174627501572,0.08139208738928769,0.08395108319818974,0.02603395161087463,39.11558589935303,8.387759430039507
-1.959183692932129,10.0,12.0,2.0,0.0,327.8,226.06804285435834,0.16060896068811417,0.049669969627580544,0.16060896068811417,0.049669969627580544,0.08833779357373714,0.04153441272309599,0.009978850121842697,0.007324217651670186,0.0024670589074958114,0.001673333462056615,0.007511791214346886,0.00634885057094683,0.070635862427816,0.07098550125956535,0.023865053627134033,35.57103729248047,9.281933747354708
-1.8979592323303223,10.0,13.0,3.0,0.0,357.8,210.4365937758925,0.1788111984729767,0.04938628596758761,0.1788111984729767,0.04938628596758761,0.09927830211818219,0.04200537937408437,0.01162645203876309,0.007092460815384742,0.0023696241958532484,0.0015609288858138453,0.009256827842909843,0.006095029215617712,0.07624451468388756,0.07793880701065063,0.02406601338330537,38.1234655380249,7.8141290613276055
