q_val,accepted,attempts,rejected,insufficient,hit_count_mean,hit_count_std,rmse_mean,rmse_std,rmse_index_mean,rmse_index_std,rmse_nn_mean,rmse_nn_std,chamfer_mean,chamfer_std,chamfer_p2q_mean,chamfer_p2q_std,chamfer_q2p_mean,chamfer_q2p_std,pos_mae_mean,pos_mae_std,angle_unsigned_mean,angle_unsigned_std
-3.0,10.0,20.0,10.0,0.0,133.5,51.11017511220246,0.2995624765753746,0.1046656096263068,0.2995624765753746,0.1046656096263068,0.21207128390669822,0.09835451466491717,0.06657558158622123,0.06849552958098773,0.03391492649097927,0.0418389427329085,0.032660655095241964,0.029273222355950833,0.1357703361660242,0.0489703539808042,62.462836503982544,16.51742789791486
-2.9387755393981934,10.0,25.0,15.0,0.0,150.3,53.7067034922085,0.26059267818927767,0.0769761057103134,0.26059267818927767,0.0769761057103134,0.18583237379789352,0.04534970293393314,0.05103387023846153,0.037104802901912357,0.017602853957214393,0.021264047648240015,0.03343101628124714,0.017649203811511187,0.11770527660846711,0.0315214590529916,60.54238700866699,11.084637844072127
-2.8775510787963867,10.0,24.0,14.0,0.0,125.8,50.00159997440082,0.2611268699169159,0.0928125089208253,0.2611268699169159,0.0928125089208253,0.1903361052274704,0.07861711659508151,0.04475502469964946,0.03444919691135373,0.013120923986813674,0.01700330875681611,0.03163410071283579,0.020704492414253293,0.11905567720532417,0.04535989416362112,59.30191421508789,15.96923232370688
-2.81632661819458,10.0,21.0,11.0,0.0,153.6,69.92310061775007,0.295594921708107,0.07738819629241332,0.295594921708107,0.07738819629241332,0.2011934570968151,0.0805848561505742,0.07366162338959319,0.06557537101316988,0.04040822546396937,0.052054224424675784,0.033253397925623825,0.016119579725082097,0.13471410572528839,0.037217293029508144,59.131797790527344,7.670647464011781
-2.7551021575927734,10.0,23.0,13.0,0.0,108.2,35.77652861863487,0.2828009933233261,0.06051081356129393,0.2828009933233261,0.06051081356129393,0.18235308229923247,0.05466027461403463,0.061595566710457204,0.06451645517628724,0.028454857086762785,0.0410524351978036,0.03314070962369442,0.025244273047217613,0.12636585533618927,0.02889888842746133,56.393978118896484,10.329674155364243
-2.6938774585723877,10.0,30.0,20.0,0.0,125.3,43.00476717760486,0.2709607794880867,0.061045251217525215,0.2709607794880867,0.061045251217525215,0.1843131922185421,0.05684980277254061,0.0471268346067518,0.02764300721897215,0.015770587930455805,0.01678980960399625,0.031356246676295996,0.01700298143278557,0.12114881351590157,0.022922357692832896,57.99992065429687,10.397518024733342
-2.632652997970581,10.0,25.0,15.0,0.0,109.0,35.67351959086739,0.3103778138756752,0.032063303791612416,0.3103778138756752,0.032063303791612416,0.22040630578994752,0.047892020866109726,0.05278798118815757,0.03197156632499987,0.014932746259728447,0.016680879339681817,0.03785523492842913,0.020434361438440355,0.13504628092050552,0.013158164582484876,63.118804168701175,13.686331597804934
-2.5714285373687744,10.0,28.0,18.0,0.0,130.8,50.41785398050972,0.2759488642215729,0.07059908415547933,0.2759488642215729,0.07059908415547933,0.18826417922973632,0.07799483294441271,0.038278175285086036,0.02035933610072015,0.01377643510285351,0.010713899052897888,0.024501740182232525,0.014806818976568135,0.1234025239944458,0.033446224485261855,60.53649690416124,11.44667974085874
-2.5102040767669678,10.0,24.0,14.0,0.0,138.6,43.216200665953956,0.30462207794189455,0.08222721020554055,0.30462207794189455,0.08222721020554055,0.2314079999923706,0.08641501870587044,0.06942696200816759,0.06770225669269224,0.03118995839862951,0.038716505231722986,0.03823700360953808,0.0300810067219201,0.14118592776358127,0.040651292054275596,58.804021562848774,11.396474169296996
-2.448979616165161,10.0,27.0,17.0,0.0,117.7,55.66695608707198,0.24619963094592096,0.08376930744557287,0.24619963094592096,0.08376930744557287,0.1644420549273491,0.05868945888750651,0.04490455714727028,0.03810662730716218,0.01701899157423112,0.016811375688722187,0.027885565573039155,0.02460197560345152,0.10904993005096912,0.03731459193157809,60.73036109076606,11.12869647470692
-2.3877551555633545,10.0,19.0,9.0,0.0,112.9,52.55749232982867,0.24597980454564095,0.07747025297703566,0.24597980454564095,0.07747025297703566,0.17242394760251045,0.06365776422380223,0.06584419462596998,0.07988450160096809,0.030318377108778806,0.049143166191136484,0.03552581751719117,0.033338345195481046,0.10776384770870209,0.033583443127767634,60.11577796936035,10.915624728669902
-2.326530694961548,10.0,29.0,19.0,0.0,100.3,31.27315142418493,0.28102246969938277,0.05790443735350542,0.28102246969938277,0.05790443735350542,0.20096090584993362,0.05052453387370908,0.051945143941945084,0.032994665965359625,0.016430672924292997,0.0246972268765588,0.03551447101765209,0.018870430238470785,0.12343205958604812,0.027589093560405245,61.33798302544488,8.788440872431337
-2.265305995941162,10.0,22.0,12.0,0.0,144.3,59.06953529527721,0.2402277760207653,0.07884355344375524,0.2402277760207653,0.07884355344375524,0.16090381368994713,0.06417555153507933,0.057803433196386325,0.05681058486921347,0.02203302997513674,0.03288512332890604,0.03577040322124958,0.03098217540658697,0.10735078752040864,0.03712093949949873,60.65461120605469,6.309443089447565
-2.2040815353393555,10.0,31.0,21.0,0.0,115.0,54.400367645816516,0.2664509914815426,0.08311531765641918,0.2664509914815426,0.08311531765641918,0.19087194353342057,0.06432811662260646,0.0452972846008682,0.03003129041751578,0.008970591643851044,0.006402516177689573,0.036326692957017154,0.02718866990651414,0.11637069769203663,0.03730652561283298,55.256753497653534,10.308140361716678
-2.142857074737549,10.0,39.0,29.0,0.0,101.5,33.43127278462488,0.2874880626797676,0.05149888240053781,0.2874880626797676,0.05149888240053781,0.21989974826574327,0.03721971022507995,0.07875554407655727,0.03817587870409419,0.021080160277779213,0.030271460636232036,0.057675383798778054,0.023741570205506952,0.12764066457748413,0.024609632261239262,62.6559455871582,9.560705259279233
-2.081632614135742,10.0,29.0,19.0,0.0,124.3,57.817039011004354,0.24241762459278107,0.07091121321013284,0.24241762459278107,0.07091121321013284,0.15803362056612968,0.05703266649602948,0.045877589430246085,0.03257913498387686,0.015280112882869111,0.013766410976262914,0.030597476547376976,0.023337309400143568,0.10833008661866188,0.03346116237336242,54.45748816596137,11.695611722332762
-2.0204081535339355,10.0,16.0,6.0,0.0,152.0,61.12119108787066,0.22390240877866746,0.07842771765167658,0.22390240877866746,0.07842771765167658,0.1504119660705328,0.06130690511700795,0.04457634619902819,0.040034195921020366,0.013483756559435279,0.021846864582977764,0.031092589639592917,0.029677628520340872,0.09893182553350925,0.03575497672677978,57.58982391357422,10.710023098680646
-1.959183692932129,10.0,46.0,36.0,0.0,125.9,66.71499081915549,0.20575794950127602,0.08283726030648979,0.20575794950127602,0.08283726030648979,0.14605487771332265,0.0698328180588206,0.040383135218871755,0.029774257506141436,0.008907863247441129,0.007618010213132691,0.03147527197143063,0.0262473267515603,0.08853718340396881,0.037669956895268614,57.97413940429688,8.816336872911442
-1.8979592323303223,10.0,17.0,7.0,0.0,121.0,36.28222705402743,0.26190401911735534,0.08136379953686242,0.26190401911735534,0.08136379953686242,0.1803114742040634,0.06384838045355208,0.06077770170668373,0.04972217567691059,0.020361535403935704,0.03458924086975901,0.040416166302748024,0.032696147822915765,0.11752470098435878,0.03950016750707465,57.74675178527832,12.299629005089965
-1.836734652519226,10.0,30.0,20.0,0.0,120.3,37.05684821999842,0.2634976699948311,0.06629409189187009,0.2634976699948311,0.06629409189187009,0.19288781732320787,0.06139967212116946,0.05050753545947373,0.03644521285274472,0.01281742749011351,0.01750930961364026,0.03769010796936022,0.024842504254262193,0.11389965303242207,0.032020093849376395,56.115654415554474,9.208869697655839
-1.7755101919174194,10.0,23.0,13.0,0.0,125.0,54.18302317146949,0.22939433157444,0.08435527058566666,0.22939433157444,0.08435527058566666,0.14437697157263757,0.06454927924750137,0.037326614667836114,0.029766830364253646,0.012980554455134552,0.011029979880667564,0.02434606021270156,0.025194380466355665,0.0981795746833086,0.035852930948216184,57.69275093078613,10.276068878808672
-1.7142857313156128,10.0,43.0,33.0,0.0,105.6,27.203676222157917,0.29228679835796356,0.0473712244956204,0.29228679835796356,0.0473712244956204,0.2085553787648678,0.044699169881407166,0.05764952915180604,0.025267005341810336,0.023052709099526208,0.020346879003717993,0.034596820052279834,0.02613162861089687,0.13303415179252626,0.026897119365086895,55.43650139702691,8.255400984145854
-1.6530611515045166,10.0,25.0,15.0,0.0,144.0,56.21743501797285,0.24276864528656006,0.0554104489437296,0.24276864528656006,0.0554104489437296,0.17631393000483514,0.06899714702376279,0.060696743021253496,0.04660136047342925,0.011450181307736784,0.011107180359082144,0.04924656171351671,0.046638938366873876,0.10631049945950508,0.027186510786312346,57.58935432434082,9.742564030252952
-1.59183669090271,10.0,40.0,30.0,0.0,91.5,23.79600806858159,0.2741727098822594,0.041533731367479634,0.2741727098822594,0.041533731367479634,0.19010041654109955,0.04772408960245218,0.059312123236142926,0.02482300773020511,0.013645958931495747,0.006968759660158788,0.04566616430464718,0.025230051883492494,0.11861927509307861,0.020618273833659034,58.20611148410373,5.33717194706864
-1.5306122303009033,10.0,42.0,32.0,0.0,157.1,67.39651326292777,0.2160882793366909,0.070050978900119,0.2160882793366909,0.070050978900119,0.1515527691692114,0.07765113141204229,0.05075853329326492,0.0478707331888573,0.014256840452435426,0.02700781775375402,0.03650169284082949,0.03575501950694023,0.09585156179964542,0.033026729706717745,58.066321754455565,11.557087024023406
-1.4693877696990967,10.0,31.0,21.0,0.0,117.8,38.42603284233229,0.24220519959926606,0.08030266190984751,0.24220519959926606,0.08030266190984751,0.14618111923336982,0.06339191763719339,0.042293713660910726,0.027429025510459306,0.01664246441796422,0.019697731446958456,0.025651249242946504,0.022379981868393233,0.10624921582639217,0.0401579027733763,55.26626987457276,11.527008605863065
-1.40816330909729,10.0,29.0,19.0,0.0,149.9,56.54635266752401,0.23962126523256302,0.07883751819601306,0.23962126523256302,0.07883751819601306,0.1730380102992058,0.05257097993676092,0.03955685916298535,0.025344521856179084,0.006893668994760244,0.006876078076217665,0.0326631901682251,0.02131616058944486,0.1079877495765686,0.037493508207730765,51.8785769144694,13.877498399288442
-1.3469387292861938,10.0,19.0,9.0,0.0,103.1,34.869614279484075,0.27853611558675767,0.04908704456558026,0.27853611558675767,0.04908704456558026,0.17985021322965622,0.06212017973020489,0.052469601202756164,0.030851517200112418,0.016373003460466863,0.006857243631179618,0.03609659774228931,0.031952532300838145,0.12031187415122986,0.02485941592025042,53.410221862792966,10.91174013176375
-1.2857142686843872,10.0,30.0,20.0,0.0,138.3,31.80581707801263,0.2437855675816536,0.05751260626446156,0.2437855675816536,0.05751260626446156,0.16281892284750937,0.06311698509046375,0.048374923871597274,0.04571224953250441,0.009164017433067783,0.009471678115017734,0.039210906438529494,0.04825222432459228,0.1070779100060463,0.029437152451378217,55.23558654785156,5.683180968977093
-1.2244898080825806,10.0,33.0,23.0,0.0,114.6,46.111170013349266,0.2637296989560127,0.07964031562612318,0.2637296989560127,0.07964031562612318,0.17981148660182952,0.0692660368508337,0.054861835966585205,0.03407443554042518,0.010429810936329886,0.005215571716576302,0.04443202503025532,0.03179335400761549,0.11575029790401459,0.03667820913915166,53.35626106262207,6.720598583780179
